"","gene_name","glyma","desc"
"394",".",NA,NA
"395",".",NA,NA
"396",".",NA,NA
"397",".",NA,NA
"398","LOC100802162","GLYMA_01G008900","golgin candidate 1"
"399","LOC100802495","GLYMA_01G009000","uncharacterized LOC100802495"
"400","LOC100802693","","zinc finger MYM-type protein 1-like"
"401","LOC100805334","GLYMA_01G009200","lachrymatory-factor synthase"
"402",".",NA,NA
"403","LOC100805873","GLYMA_01G009300","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A"
"404","LOC100803214","GLYMA_01G009400","protein unc-13 homolog"
"405","LOC100803214","GLYMA_01G009400","protein unc-13 homolog"
"406","LOC100803749","","isoflavone reductase homolog"
"407","PHR1","YNL330C, MOF6, REC3, SDI2, SDS6","histone deacetylase RPD3"
"408","LOC100812276","GLYMA_01G009700","uncharacterized LOC100812276"
"409","LOC100814427","GLYMA_01G009800","uncharacterized LOC100814427"
"410","LOC100804279","","protein ALP1-like"
"411","LOC100818144","GLYMA_01G009900","plastidal glycolate/glycerate translocator 1, chloroplastic"
"412","LOC100804808","GLYMA_01G010000","4-coumarate--CoA ligase-like 6"
"413","LOC100820282","GLYMA_01G010100","CSC1-like protein At1g32090"
"414","LOC100777515","GLYMA_01G010200","phosphoribulokinase, chloroplastic"
"415","LOC100780723","GLYMA_01G010300","secretory carrier-associated membrane protein 4-like"
"416","SLTI248","GLYMA_01G010400","DEAD-box RNA helicase"
"417",".",NA,NA
"418",".",NA,NA
"419",".",NA,NA
"420","LOC100305458","GLYMA_01G010500","NBS-LRR type disease resistance protein"
"421","LOC100500447","GLYMA_01G010600","uncharacterized LOC100500447"
"422","LOC100805346","GLYMA_01G010700","disease resistance protein RPM1"
"423",".",NA,NA
"424",".",NA,NA
"425",".",NA,NA
"426","LOC102661674","GLYMA_01G010800","protein SENSITIVE TO UV 2"
"427","LOC102661674","GLYMA_01G010800","protein SENSITIVE TO UV 2"
"428","LOC100791210","GLYMA_01G010900","uncharacterized LOC100791210"
"429",".",NA,NA
"430","LOC100793480","GLYMA_01G011100","26S proteasome non-ATPase regulatory subunit 13-like"
"431",".",NA,NA
"432","LOC100794534","GLYMA_01G011200","extra-large guanine nucleotide-binding protein 3"
"433","LOC100794534","GLYMA_01G011200","extra-large guanine nucleotide-binding protein 3"
"434","LOC100794534","GLYMA_01G011200","extra-large guanine nucleotide-binding protein 3"
"435","LOC100794534","GLYMA_01G011200","extra-large guanine nucleotide-binding protein 3"
"436","LOC100795944","GLYMA_01G011300","pentatricopeptide repeat-containing protein At1g31920"
"437","LOC100798066","GLYMA_01G011400","vacuolar protein sorting-associated protein 25"
"438","LOC100798066","GLYMA_01G011400","vacuolar protein sorting-associated protein 25"
"439","LOC100798066","GLYMA_01G011400","vacuolar protein sorting-associated protein 25"
"440",".",NA,NA
"441","LOC100806409","GLYMA_01G011500","uncharacterized LOC100806409"
"442",".",NA,NA
"443","LOC100808014","GLYMA_01G011600","uncharacterized LOC100808014"
"444","LOC100804442","GLYMA_01G011700","pentatricopeptide repeat-containing protein At1g31920"
"445","LOC100804442","GLYMA_01G011700","pentatricopeptide repeat-containing protein At1g31920"
"446","LOC102665971","GLYMA_01G011800","uncharacterized LOC102665971"
"447",".",NA,NA
"448","LOC100808539","GLYMA_01G011900","uncharacterized LOC100808539"
"449","LOC100808539","GLYMA_01G011900","uncharacterized LOC100808539"
"450","LOC102662991","GLYMA_01G012000","putative disease resistance protein RGA3"
"451","LOC100807640","GLYMA_01G012100","uncharacterized LOC100807640"
"452","LOC100807640","GLYMA_01G012100","uncharacterized LOC100807640"
"453","LOC102666105","","sn1-specific diacylglycerol lipase beta-like"
"454",".",NA,NA
"455","LOC100809077","","uncharacterized LOC106794537"
"456","LOC100809077","","uncharacterized LOC106794537"
"457","LOC100809077","","uncharacterized LOC106794537"
"458","LOC100810147","GLYMA_01G012400","uncharacterized LOC100810147"
"459","LOC100812819","GLYMA_01G012500","protein IWS1 homolog 1"
"460",".",NA,NA
"461",".",NA,NA
"462","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"463","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"464",".",NA,NA
"465",".",NA,NA
"466",".",NA,NA
"467","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"468",".",NA,NA
"469",".",NA,NA
"470",".",NA,NA
"471",".",NA,NA
"472",".",NA,NA
"473",".",NA,NA
"474",".",NA,NA
"475",".",NA,NA
"476","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"477","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"478","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"479","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"480","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"481","LOC100817437","GLYMA_01G012700","kinesin-like protein KIN-12A"
"482","LOC100810158","GLYMA_01G012800","uncharacterized LOC100810158"
"483",".",NA,NA
"484",".",NA,NA
"485",".",NA,NA
"486",".",NA,NA
"487","LOC102666231","GLYMA_01G013000","uncharacterized LOC102666231"
"488","LOC102666512","GLYMA_01G013100","putative disease resistance protein RGA4"
"489","LOC102666641","GLYMA_01G013200","uncharacterized LOC102666641"
"490","LOC100811748","GLYMA_01G013300","uncharacterized LOC100811748"
"491","LOC102666761","","ankyrin repeat-containing protein NPR4-like"
"492","CRK1","CSBP2, Crk1, Csbp1, Mxi2, PRKM14, PRKM15, p38, p38-alpha, p38MAPK, p38a, p38alpha","mitogen-activated protein kinase 14"
"493","BZIP101","GLYMA_01G013600","putative bZIP domain class transcription factor"
"494","BZIP101","GLYMA_01G013600","putative bZIP domain class transcription factor"
"495","BZIP101","GLYMA_01G013600","putative bZIP domain class transcription factor"
"496","LOC100813361","GLYMA_01G013800","uncharacterized LOC100813361"
"497","LOC100786236","GLYMA_01G013900","probable xyloglucan endotransglucosylase/hydrolase protein 30"
"498",".",NA,NA
"499",".",NA,NA
"500","LOC100813900","GLYMA_01G014000","cellulose synthase-like protein D2"
"501","LOC100813900","GLYMA_01G014000","cellulose synthase-like protein D2"
"502",".",NA,NA
"503","LOC100814433","GLYMA_01G014100","alpha/beta hydrolase domain-containing protein 17B"
"504","LOC100814433","GLYMA_01G014100","alpha/beta hydrolase domain-containing protein 17B"
"505","LOC100814433","GLYMA_01G014100","alpha/beta hydrolase domain-containing protein 17B"
"506","LOC100789434","GLYMA_01G014200","glycerol-3-phosphate acyltransferase, chloroplastic"
"507","LOC100789434","GLYMA_01G014200","glycerol-3-phosphate acyltransferase, chloroplastic"
"508","MIR9754","gma-MIR9754","microRNA MIR9754"
"509","MIR9754","gma-MIR9754","microRNA MIR9754"
"510","LOC100814967","GLYMA_01G014300","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1"
"511",".",NA,NA
"512","LOC100791538","GLYMA_01G014400","uncharacterized LOC100791538"
"513",".",NA,NA
"514","LOC100792596","GLYMA_01G014500","uncharacterized LOC100792596"
"515","LOC100793658","GLYMA_01G014600","homeobox-leucine zipper protein HDG5-like"
"516","LOC100793658","GLYMA_01G014600","homeobox-leucine zipper protein HDG5-like"
"517","LOC100306287","GLYMA_01G014700","JmjC domain-containing protein"
"518","LOC100306287","GLYMA_01G014700","JmjC domain-containing protein"
"519",".",NA,NA
"520","LOC100816381","GLYMA_01G0148001","probable transcription factor KAN2"
"521",".",NA,NA
"522","LOC100816906","GLYMA_01G014900, AT2G35500, AT4G09750","probable inactive shikimate kinase like 2, chloroplastic"
"523",".",NA,NA
"524","LOC100800707","GLYMA_01G015000","inactive poly [ADP-ribose] polymerase RCD1"
"525","LOC100800707","GLYMA_01G015000","inactive poly [ADP-ribose] polymerase RCD1"
"526",".",NA,NA
"527","LOC100803742","GLYMA_01G015100","plastoglobulin-1, chloroplastic"
"528","LOC121175325","GLYMA_01G015200v4","inactive poly [ADP-ribose] polymerase RCD1-like"
"529","LOC100500391","GLYMA_01G015300","uncharacterized LOC100500391"
"530",".",NA,NA
"531","LOC100808005","GLYMA_01G015400","uncharacterized LOC100808005"
"532",".",NA,NA
"533","LOC100809613","GLYMA_01G015500","binding partner of ACD11 1"
"534",".",NA,NA
"535","TRNAI-AAU","TRNAI-AAU, TRNAI25","tRNA-Ile (anticodon AAT) 7-2"
"536","LOC100810149","GLYMA_01G015600","syntaxin-22"
"537","LOC100810149","GLYMA_01G015600","syntaxin-22"
"538",".",NA,NA
"539","LOC100812279","GLYMA_01G015700","protein SAMBA"
"540","LOC100812279","GLYMA_01G015700","protein SAMBA"
"541","LOC100812279","GLYMA_01G015700","protein SAMBA"
"542","LOC100812279","GLYMA_01G015700","protein SAMBA"
"543","LOC100812279","GLYMA_01G015700","protein SAMBA"
"544","LOC100812279","GLYMA_01G015700","protein SAMBA"
"545","LOC100817973","GLYMA_01G015800","mitogen-activated protein kinase kinase 10"
"546","HSF-02","GLYMA_01G015900, GmHSF-02","heat stress transcription factor 2"
"547",".",NA,NA
"548","HSF-02","GLYMA_01G015900, GmHSF-02","heat stress transcription factor 2"
"549","HSF-02","GLYMA_01G015900, GmHSF-02","heat stress transcription factor 2"
"550","LOC100818511","","uncharacterized LOC106795993"
"551","LOC100818511","","uncharacterized LOC106795993"
"552","LOC100818511","","uncharacterized LOC106795993"
"553","LOC100818511","","uncharacterized LOC106795993"
"554","LOC100818511","","uncharacterized LOC106795993"
"555","LOC100818511","","uncharacterized LOC106795993"
"556","LOC100818511","","uncharacterized LOC106795993"
"557","LOC100819215","","uncharacterized LOC100819215"
"558","LOC100775914","GLYMA_01G016400","UDP-N-acetylglucosamine transferase subunit ALG14 homolog"
"559","LOC100775914","GLYMA_01G016400","UDP-N-acetylglucosamine transferase subunit ALG14 homolog"
"560","LOC100775914","GLYMA_01G016400","UDP-N-acetylglucosamine transferase subunit ALG14 homolog"
"561","LOC100775914","GLYMA_01G016400","UDP-N-acetylglucosamine transferase subunit ALG14 homolog"
"562",".",NA,NA
"563",".",NA,NA
"564","LOC100819045","GLYMA_01G016500","ABC transporter B family member 2"
"565","LOC100819045","GLYMA_01G016500","ABC transporter B family member 2"
"566","LOC778082","GLYMA_01G016600, MYB67","transcription factor MYB39"
"567","LOC100782353","GLYMA_01G016800","uncharacterized membrane protein At4g09580"
"568",".",NA,NA
"569","LOC100784494","GLYMA_01G016900","nucleolar protein 12"
"570",".",NA,NA
"571","LOC100788211","GLYMA_01G017000","uncharacterized LOC100788211"
"572",".",NA,NA
"573","LOC100790333","GLYMA_01G017100","cinnamoyl-CoA reductase-like SNL6"
"574",".",NA,NA
"575",".",NA,NA
"576","LOC102667137","GLYMA_01G017200","RING-H2 finger protein ATL29"
"577","LOC100792267","GLYMA_01G017300","putative E3 ubiquitin-protein ligase"
"578","LOC100793319","GLYMA_01G017400","RNA-binding domain-containing protein"
"579","LOC100795775","GLYMA_01G017500","protein TORNADO 2"
"580","LOC100797900","GLYMA_01G017700","PLATZ1"
"581","LOC100800009","GLYMA_01G017800","uncharacterized LOC100800009"
"582",".",NA,NA
"583",".",NA,NA
"584","LOC100775744","GLYMA_01G017900","putative gamma-glutamylcyclotransferase At3g02910"
"585","LOC100305951","GLYMA_01G018000","hypothetical protein"
"586","LOC102667405","GLYMA_01G018100","glycine-rich cell wall structural protein 1.8"
"587",".",NA,NA
"588",".",NA,NA
"589","LOC100806936","GLYMA_01G018300","ubiquitin carboxyl-terminal hydrolase 20"
"590","LOC100776289","GLYMA_01G018400v4","transcription factor MYC2-like"
"591",".",NA,NA
"592","LOC100813893","GLYMA_01G018500","uncharacterized LOC100813893"
"593","LOC100817619","GLYMA_01G018600","uncharacterized LOC100817619"
"594",".",NA,NA
"595","LOC100817619","GLYMA_01G018600","uncharacterized LOC100817619"
"596","LOC100817619","GLYMA_01G018600","uncharacterized LOC100817619"
"597",".",NA,NA
"598","TRNAM-CAU","TRNAM-CAU, TRNAM20","tRNA-Met (anticodon CAT) 4-3"
"599","LOC100776990","GLYMA_01G018700","protein HAIKU1"
"600","LOC100776990","GLYMA_01G018700","protein HAIKU1"
"601",".",NA,NA
"602","LOC100819216","GLYMA_01G018800","abscisic acid receptor PYL1"
"603","LOC106794538","GLYMA_01G018900","uncharacterized LOC106794538"
"604","LOC100781634","GLYMA_01G019000","mitochondrial carnitine/acylcarnitine carrier-like protein-like"
"605","LOC100781634","GLYMA_01G019000","mitochondrial carnitine/acylcarnitine carrier-like protein-like"
"606","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"607","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"608",".",NA,NA
"609","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"610","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"611","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"612","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"613","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"614","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"615","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"616","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"617","LOC100776823","GLYMA_01G019100","probable starch synthase 4, chloroplastic/amyloplastic"
"618",".",NA,NA
"619",".",NA,NA
"620",".",NA,NA
"621",".",NA,NA
"622","LOC100791015","GLYMA_01G019200","phosphoenolpyruvate carboxykinase (ATP) 1"
"623",".",NA,NA
"624","LOC100794888","GLYMA_01G019300","probable E3 ubiquitin-protein ligase EDA40"
"625","GH1","IGF, IGF-I, IGFI, MGF","insulin like growth factor 1"
"626","GH1","IGF, IGF-I, IGFI, MGF","insulin like growth factor 1"
"627","GH1","IGF, IGF-I, IGFI, MGF","insulin like growth factor 1"
"628","LOC100799121","GLYMA_01G019500","uncharacterized protein At5g65660"
"629","LOC100777884","GLYMA_01G019600","uncharacterized LOC100777884"
"630",".",NA,NA
"631","LOC100806571","GLYMA_01G019700","transcription factor bHLH93"
"632","LOC100806571","GLYMA_01G019700","transcription factor bHLH93"
"633",".",NA,NA
"634",".",NA,NA
"635","LOC100810300","GLYMA_01G019800","glycine-rich domain-containing protein 1"
"636","LOC100810300","GLYMA_01G019800","glycine-rich domain-containing protein 1"
"637",".",NA,NA
"638","LOC100778416","GLYMA_01G019900","uncharacterized protein At4g37920"
"639",".",NA,NA
"640","LOC100778955","GLYMA_01G020000v4","ABC transporter G family member STR2-like"
"641","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"642","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"643","SYMRK-ALPHA","GLYMA_01G020100, GmSymRK-alpha","symbiosis receptor kinase SymRK-alpha"
"644",".",NA,NA
"645",".",NA,NA
"646","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"647","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"648","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"649","LOC100785557","GLYMA_01G020200","protein BRICK 1"
"650","LOC100776634","GLYMA_01G020300","probable cytosolic oligopeptidase A"
"651",".",NA,NA
"652",".",NA,NA
"653","TRNAN-GUU","TRNAN-GUU, TRNAN37","tRNA-Asn (anticodon GTT) 5-1"
"654","LOC100793129","GLYMA_01G020400","uncharacterized LOC100793129"
"655","LOC100795778","GLYMA_01G020500","MADS-box transcription factor 23"
"656","LOC100780021","GLYMA_01G020600","lectin 5"
"657","LOC100780546","GLYMA_01G020700","lectin 9"
"658","LOC100781089","GLYMA_01G020800","rhamnogalacturonate lyase"
"659","LOC100781089","GLYMA_01G020800","rhamnogalacturonate lyase"
"660","LOC100809071","GLYMA_01G020900","putative cinnamyl alcohol dehydrogenase"
"661","LOC102668035","","uncharacterized LOC102668035"
"662","LOC100816901","GLYMA_01G021000","probable mannitol dehydrogenase"
"663",".",NA,NA
"664","LOC106799408","","dirigent protein 10-like"
"665","LOC100782171","","probable mannitol dehydrogenase"
"666","LOC100780729","GLYMA_01G021100","dof zinc finger protein DOF5.7"
"667",".",NA,NA
"668","LOC100782704","GLYMA_01G021200","kinesin-like protein KIN-14R"
"669","LOC100788913","GLYMA_01G021300","probable glycosyltransferase At5g03795"
"670",".",NA,NA
"671","LOC100793130","GLYMA_01G021400","KH domain-containing protein HEN4"
"672","LOC100783240","","pentatricopeptide repeat-containing protein At5g65560-like"
"673","LOC100801442","GLYMA_01G021600","uncharacterized LOC100801442"
"674","LOC100801442","GLYMA_01G021600","uncharacterized LOC100801442"
"675","LOC100801442","GLYMA_01G021600","uncharacterized LOC100801442"
"676","LOC100783778","GLYMA_01G021700","7-deoxyloganetic acid glucosyltransferase"
"677","LOC102668838","GLYMA_01G021800","uncharacterized protein At2g29880"
"678","LOC100785192","","7-deoxyloganetic acid glucosyltransferase-like"
"679","LOC100810491","GLYMA_01G022100","probable histone H2A.3"
"680","LOC102668969","GLYMA_01G022200","probable inactive patatin-like protein 9"
"681","LOC100785731","GLYMA_01G022300","7-deoxyloganetic acid glucosyltransferase"
"682","LOC100818314","GLYMA_01G0224001","receptor-like cytosolic serine/threonine-protein kinase RBK1"
"683",".",NA,NA
"684","LOC100777168","GLYMA_01G022500","AP2-like ethylene-responsive transcription factor AIL6"
"685",".",NA,NA
"686","LOC100786771","GLYMA_01G022600","putative U-box domain-containing protein 50"
"687",".",NA,NA
"688","LOC102665040","GLYMA_01G022700","nucleobase-ascorbate transporter 11"
"689",".",NA,NA
"690","LOC100787324","GLYMA_01G022800","protein ecdysoneless homolog"
"691","LOC100787852","GLYMA_01G022900","protein NETWORKED 2D"
"692","LOC100791019","GLYMA_01G023000","uncharacterized LOC100791019"
"693",".",NA,NA
"694","LOC100792435","","uncharacterized LOC100792435"
"695","LOC100788919","GLYMA_01G023100","uncharacterized protein At4g38062"
"696","LOC100789444","GLYMA_01G023200","mechanosensitive ion channel protein 2, chloroplastic"
"697","LOC100789444","GLYMA_01G023200","mechanosensitive ion channel protein 2, chloroplastic"
"698","LOC100789444","GLYMA_01G023200","mechanosensitive ion channel protein 2, chloroplastic"
"699","LOC100789444","GLYMA_01G023200","mechanosensitive ion channel protein 2, chloroplastic"
"700",".",NA,NA
"701","LOC100789444","GLYMA_01G023200","mechanosensitive ion channel protein 2, chloroplastic"
"702",".",NA,NA
"703","LOC100801794","GLYMA_01G023300","O-fucosyltransferase 39"
"704","LOC100801794","GLYMA_01G023300","O-fucosyltransferase 39"
"705","LOC121172735","","uncharacterized LOC121172735"
"706",".",NA,NA
"707","LOC100808695","GLYMA_01G023500","MADS-box protein SVP"
"708","LOC100808695","GLYMA_01G023500","MADS-box protein SVP"
"709","LOC100808695","GLYMA_01G023500","MADS-box protein SVP"
"710","LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B"
"711","LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B"
"712","LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B"
"713","LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B"
"714","LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B"
"715","LOC100791027","GLYMA_01G023700","GPI ethanolamine phosphate transferase 2"
"716","LOC100791027","GLYMA_01G023700","GPI ethanolamine phosphate transferase 2"
"717","LOC100791027","GLYMA_01G023700","GPI ethanolamine phosphate transferase 2"
"718","LOC100791027","GLYMA_01G023700","GPI ethanolamine phosphate transferase 2"
"719","MIR4367","gma-MIR4367","microRNA MIR4367"
"720","MIR4367","gma-MIR4367","microRNA MIR4367"
"721","LOC102667782","GLYMA_01G023833v4","transcription factor bHLH131-like"
"722","LOC100792437","GLYMA_01G023900","ubiquitin carboxyl-terminal hydrolase 17"
"723","TRNAS-GCU","","transfer RNA serine (anticodon GCU)"
"724","LOC100775558","GLYMA_01G024000","mitochondrial uncoupling protein 5"
