"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"833",NA,".",NA,NA,39850,"MSTRG.13444","t40","up",NA,NA
"834",NA,".",NA,NA,77417,"MSTRG.26209","t40","up",NA,NA
"835",NA,".",NA,NA,43841,"MSTRG.14956","t40","up",NA,NA
"836",NA,".",NA,NA,42777,"MSTRG.14562","t40","up",NA,NA
"837",NA,".",NA,NA,44227,"MSTRG.15106","t40","up",NA,NA
"838",NA,".",NA,NA,103378,"MSTRG.35074","t40","up",NA,NA
"839",NA,".",NA,NA,98149,"MSTRG.33275","t40","up",NA,NA
"840",NA,".",NA,NA,4389,"MSTRG.1451","t40","up",NA,NA
"841",NA,".",NA,NA,74719,"MSTRG.25236","t40","up",NA,NA
"842",NA,".",NA,NA,86931,"MSTRG.29454","t40","up",NA,NA
"843",NA,".",NA,NA,16879,"MSTRG.5759","t40","up",NA,NA
"844",NA,".",NA,NA,7374,"MSTRG.2561","t40","up",NA,NA
"845",NA,".",NA,NA,644,"MSTRG.277","t40","up",NA,NA
"846",NA,".",NA,NA,80745,"MSTRG.27449","t40","up",NA,NA
"847",NA,".",NA,NA,116211,"MSTRG.39210","t40","up",NA,NA
"848",NA,".",NA,NA,108940,"MSTRG.36798","t40","up",NA,NA
"849",NA,".",NA,NA,104094,"MSTRG.35303","t40","up",NA,NA
"850",NA,".",NA,NA,61559,"MSTRG.20900","t40","up",NA,NA
"851",NA,".",NA,NA,88782,"MSTRG.30185","t40","up",NA,NA
"852",NA,".",NA,NA,118610,"MSTRG.40078","t40","up",NA,NA
"853",NA,".",NA,NA,36497,"MSTRG.12376","t40","up",NA,NA
"854",NA,".",NA,NA,107114,"MSTRG.36215","t40","up",NA,NA
"855",NA,".",NA,NA,2618,"MSTRG.828","t40","up",NA,NA
"856",NA,".",NA,NA,4448,"MSTRG.1480","t40","up",NA,NA
"857",NA,".",NA,NA,53452,"MSTRG.18147","t40","up",NA,NA
"858",NA,".",NA,NA,92958,"MSTRG.31488","t40","up",NA,NA
"859",NA,".",NA,NA,6511,"MSTRG.2272","t40","up",NA,NA
"860",NA,".",NA,NA,81676,"MSTRG.27815","t40","up",NA,NA
"861",NA,".",NA,NA,58378,"MSTRG.19724","t40","up",NA,NA
"862",NA,".",NA,NA,15124,"MSTRG.5075","t40","up",NA,NA
"863",NA,".",NA,NA,88474,"MSTRG.30063","t40","up",NA,NA
"864",NA,".",NA,NA,29789,"MSTRG.10143","t40","up",NA,NA
"865",NA,".",NA,NA,1467,"MSTRG.543","t40","up",NA,NA
"866",NA,".",NA,NA,87828,"MSTRG.29787","t40","up",NA,NA
"867",NA,".",NA,NA,62738,"MSTRG.21341","t40","up",NA,NA
"868",NA,".",NA,NA,75213,"MSTRG.25393","t40","up",NA,NA
"869",NA,".",NA,NA,92961,"MSTRG.31488","t40","up",NA,NA
"870",NA,".",NA,NA,54505,"MSTRG.18541","t40","up",NA,NA
"871",NA,".",NA,NA,5345,"MSTRG.1819","t40","up",NA,NA
"872",NA,".",NA,NA,51753,"MSTRG.17586","t40","up",NA,NA
"873",NA,".",NA,NA,97907,"MSTRG.33180","t40","up",NA,NA
"874",NA,".",NA,NA,41363,"MSTRG.14013","t40","up",NA,NA
"875",NA,".",NA,NA,107698,"MSTRG.36425","t40","up",NA,NA
"876",NA,".",NA,NA,26438,"MSTRG.8887","t40","up",NA,NA
"877",NA,".",NA,NA,113086,"MSTRG.38259","t40","up",NA,NA
"878",NA,".",NA,NA,85053,"MSTRG.28779","t40","up",NA,NA
"879",NA,".",NA,NA,56611,"MSTRG.19285","t40","up",NA,NA
"880",NA,".",NA,NA,10322,"MSTRG.3489","t40","up",NA,NA
"881",NA,".",NA,NA,88337,"MSTRG.30012","t40","up",NA,NA
"882",NA,".",NA,NA,113819,"MSTRG.38502","t40","up",NA,NA
"883",NA,".",NA,NA,75210,"MSTRG.25392","t40","up",NA,NA
"884",NA,".",NA,NA,68585,"MSTRG.23399","t40","up",NA,NA
"885",NA,".",NA,NA,43711,"MSTRG.14906","t40","up",NA,NA
"886",NA,".",NA,NA,100221,"MSTRG.33984","t40","up",NA,NA
"887",NA,".",NA,NA,34364,"MSTRG.11665","t40","up",NA,NA
"888",NA,".",NA,NA,112724,"MSTRG.38122","t40","up",NA,NA
"889",NA,".",NA,NA,92971,"MSTRG.31488","t40","up",NA,NA
"890",NA,".",NA,NA,41757,"MSTRG.14149","t40","up",NA,NA
"891",NA,".",NA,NA,10299,"MSTRG.3479","t40","up",NA,NA
"892",NA,".",NA,NA,112753,"MSTRG.38130","t40","up",NA,NA
"893",NA,".",NA,NA,42468,"MSTRG.14441","t40","up",NA,NA
"894",NA,".",NA,NA,95732,"MSTRG.32333","t40","up",NA,NA
"895",NA,".",NA,NA,58624,"MSTRG.19807","t40","up",NA,NA
"896",NA,".",NA,NA,11154,"MSTRG.3822","t40","up",NA,NA
"897",NA,".",NA,NA,92973,"MSTRG.31488","t40","up",NA,NA
"898",NA,".",NA,NA,100711,"MSTRG.34085","t40","up",NA,NA
"899",NA,".",NA,NA,96030,"MSTRG.32423","t40","up",NA,NA
"900",NA,".",NA,NA,42853,"MSTRG.14586","t40","up",NA,NA
"901",NA,".",NA,NA,118319,"MSTRG.39980","t40","up",NA,NA
"902",NA,".",NA,NA,4807,"MSTRG.1609","t40","up",NA,NA
"903",NA,".",NA,NA,95257,"MSTRG.32156","t40","up",NA,NA
"904",NA,".",NA,NA,68587,"MSTRG.23400","t40","up",NA,NA
"905",NA,".",NA,NA,98450,"MSTRG.33386","t40","up",NA,NA
"906",NA,".",NA,NA,87983,"MSTRG.29834","t40","up",NA,NA
"907",NA,".",NA,NA,61856,"MSTRG.21005","t40","up",NA,NA
"908",NA,".",NA,NA,52228,"MSTRG.17696","t40","up",NA,NA
"909",NA,".",NA,NA,64377,"MSTRG.22019","t40","up",NA,NA
"910",NA,".",NA,NA,117749,"MSTRG.39768","t40","up",NA,NA
"911",NA,".",NA,NA,7344,"MSTRG.2551","t40","up",NA,NA
"912",NA,".",NA,NA,53181,"MSTRG.18038","t40","up",NA,NA
"913",NA,".",NA,NA,8152,"MSTRG.2823","t40","up",NA,NA
"914",NA,".",NA,NA,16979,"MSTRG.5801","t40","up",NA,NA
"915",NA,".",NA,NA,114516,"MSTRG.38645","t40","up",NA,NA
"916",NA,".",NA,NA,27483,"MSTRG.9302","t40","up",NA,NA
"917",NA,".",NA,NA,84159,"MSTRG.28519","t40","up",NA,NA
"918",NA,".",NA,NA,118605,"MSTRG.40078","t40","up",NA,NA
"919",NA,".",NA,NA,32049,"MSTRG.10996","t40","up",NA,NA
"920",NA,".",NA,NA,118033,"MSTRG.39884","t40","up",NA,NA
"921",NA,".",NA,NA,97491,"MSTRG.33025","t40","up",NA,NA
"922",NA,".",NA,NA,62101,"MSTRG.21101","t40","up",NA,NA
"923",NA,".",NA,NA,53917,"MSTRG.18323","t40","up",NA,NA
"924",NA,".",NA,NA,86061,"MSTRG.29145","t40","up",NA,NA
"925",NA,".",NA,NA,89691,"MSTRG.30425","t40","up",NA,NA
"926",NA,".",NA,NA,57376,"MSTRG.19454","t40","up",NA,NA
"927",NA,".",NA,NA,11364,"MSTRG.3902","t40","up",NA,NA
"928",NA,".",NA,NA,81445,"MSTRG.27724","t40","up",NA,NA
"929",NA,".",NA,NA,97331,"MSTRG.32967","t40","up",NA,NA
"930",NA,".",NA,NA,11590,"MSTRG.3997","t40","up",NA,NA
"931",NA,".",NA,NA,19629,"MSTRG.6791","t40","up",NA,NA
"932",NA,".",NA,NA,93382,"MSTRG.31610","t40","up",NA,NA
"933",NA,".",NA,NA,74935,"MSTRG.25299","t40","up",NA,NA
"934",NA,".",NA,NA,22229,"MSTRG.7496","t40","up",NA,NA
"935",NA,".",NA,NA,21488,"MSTRG.7254","t40","up",NA,NA
"936",NA,".",NA,NA,68126,"MSTRG.23230","t40","up",NA,NA
"937",NA,".",NA,NA,66919,"MSTRG.22828","t40","up",NA,NA
"938",NA,".",NA,NA,94769,"MSTRG.31975","t40","up",NA,NA
"939",NA,".",NA,NA,4917,"MSTRG.1650","t40","up",NA,NA
"940",NA,".",NA,NA,94922,"MSTRG.32034","t40","up",NA,NA
"941",NA,".",NA,NA,91335,"MSTRG.30840","t40","up",NA,NA
"942",NA,".",NA,NA,5200,"MSTRG.1757","t40","up",NA,NA
"943",NA,".",NA,NA,23423,"MSTRG.7977","t40","up",NA,NA
"944",NA,".",NA,NA,86207,"MSTRG.29194","t40","up",NA,NA
"945",NA,".",NA,NA,43864,"MSTRG.14965","t40","up",NA,NA
"946",NA,".",NA,NA,114107,"MSTRG.38564","t40","up",NA,NA
"947",NA,".",NA,NA,97676,"MSTRG.33096","t40","up",NA,NA
"948",NA,".",NA,NA,92308,"MSTRG.31232","t40","up",NA,NA
"949",NA,".",NA,NA,91202,"MSTRG.30787","t40","up",NA,NA
"950",NA,".",NA,NA,12326,"MSTRG.4263","t40","up",NA,NA
"951",NA,".",NA,NA,50224,"MSTRG.17125","t40","up",NA,NA
"952",NA,".",NA,NA,27357,"MSTRG.9250","t40","up",NA,NA
"953",NA,".",NA,NA,52881,"MSTRG.17917","t40","up",NA,NA
"954",NA,".",NA,NA,59489,"MSTRG.20124","t40","up",NA,NA
"955",NA,".",NA,NA,54889,"MSTRG.18687","t40","up",NA,NA
"956",NA,".",NA,NA,64538,"MSTRG.22092","t40","up",NA,NA
"957",NA,".",NA,NA,74395,"MSTRG.25115","t40","up",NA,NA
"958",NA,".",NA,NA,9882,"MSTRG.3326","t40","up",NA,NA
"959",NA,".",NA,NA,44302,"MSTRG.15137","t40","up",NA,NA
"960",NA,".",NA,NA,32874,"MSTRG.11299","t40","up",NA,NA
"961",NA,".",NA,NA,25231,"MSTRG.8535","t40","up",NA,NA
"962",NA,".",NA,NA,74640,"MSTRG.25203","t40","up",NA,NA
"963",NA,".",NA,NA,80693,"MSTRG.27434","t40","up",NA,NA
"964",NA,".",NA,NA,32843,"MSTRG.11290","t40","up",NA,NA
"965",NA,".",NA,NA,27957,"MSTRG.9439","t40","up",NA,NA
"966",NA,".",NA,NA,49757,"MSTRG.16947","t40","up",NA,NA
"967",NA,".",NA,NA,90223,"MSTRG.30545","t40","up",NA,NA
"968",NA,".",NA,NA,92371,"MSTRG.31254","t40","up",NA,NA
"969",NA,".",NA,NA,15634,"MSTRG.5257","t40","up",NA,NA
"970",NA,".",NA,NA,104935,"MSTRG.35503","t40","up",NA,NA
"971",NA,".",NA,NA,12849,"MSTRG.4402","t40","up",NA,NA
"972",NA,".",NA,NA,10535,"MSTRG.3572","t40","up",NA,NA
"973",NA,".",NA,NA,87348,"MSTRG.29617","t40","up",NA,NA
"974",NA,".",NA,NA,106821,"MSTRG.36098","t40","up",NA,NA
"975",NA,".",NA,NA,50324,"MSTRG.17166","t40","up",NA,NA
"976",NA,".",NA,NA,14644,"MSTRG.4918","t40","up",NA,NA
"977",NA,".",NA,NA,86063,"MSTRG.29145","t40","up",NA,NA
"978",NA,".",NA,NA,62810,"MSTRG.21366","t40","up",NA,NA
"979",NA,".",NA,NA,28516,"MSTRG.9653","t40","up",NA,NA
"980",NA,".",NA,NA,618,"MSTRG.266","t40","up",NA,NA
"981",NA,".",NA,NA,30894,"MSTRG.10552","t40","up",NA,NA
"982",NA,".",NA,NA,117262,"MSTRG.39593","t40","up",NA,NA
"983",NA,".",NA,NA,117838,"MSTRG.39812","t40","up",NA,NA
"984",NA,".",NA,NA,26432,"MSTRG.8884","t40","up",NA,NA
"985",NA,".",NA,NA,25118,"MSTRG.8514","t40","up",NA,NA
"986",NA,".",NA,NA,86062,"MSTRG.29145","t40","up",NA,NA
"987",89,"DRR1","ACTN3D","actinin alpha 3",65394,"MSTRG.22372","t40","down",NA,NA
"988",351,"ASP1","AAA, ABETA, ABPP, AD1, APPI, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4","amyloid beta precursor protein",82573,"MSTRG.28098","t40","down",NA,NA
"989",351,"RPL37","AAA, ABETA, ABPP, AD1, APPI, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4","amyloid beta precursor protein",35727,"MSTRG.12111","t40","down",NA,NA
"990",1956,"GRP","ERBB, ERBB1, ERRP, HER1, NISBD2, PIG61, mENA","epidermal growth factor receptor",68348,"MSTRG.23312","t40","down",NA,NA
"991",7157,"TSA","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53",111113,"MSTRG.37472","t40","down",NA,NA
"992",547619,"SHOOT2","GLYMA_19G190000","SHOOT2 protein",111713,"MSTRG.37698","t40","down",NA,NA
"993",547938,"LOC547938","GLYMA_06G160300","defensin-like protein",32246,"MSTRG.11070","t40","down",NA,NA
"994",548080,"LOC548080","GLYMA_02G245100","HMG-Y related protein variant A",10568,"MSTRG.3590","t40","down",NA,NA
"995",778190,"BZIP99","GLYMA_13G193700, GmTGA19","bZIP transcription factor",76907,"MSTRG.26017","t40","down",NA,NA
"996",818982,"LBD37","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",49237,"MSTRG.16771","t40","down",NA,NA
"997",821717,"IQD14","AT3G21630, AtCERK1, AtLYK1, LYK1, LYSM DOMAIN RECEPTOR-LIKE KINASE 1, LYSM RLK1, LysM-containing receptor-like kinase 1, chitin elicitor receptor kinase 1","chitin elicitor receptor kinase 1",23809,"MSTRG.8125","t40","down",NA,NA
"998",836163,"LBD30","AT5G60410, AT5G60420, ATSIZ1, MUF9.5, MUF9_5","DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein",37609,"MSTRG.12799","t40","down",NA,NA
"999",839515,"GSTF7","AT1G02930, ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 1, ARABIDOPSIS THALIANA GLUATIONE S-TRANSFERASE F3, ATGST1, ATGSTF3, ATGSTF6, EARLY RESPONSIVE TO DEHYDRATION 11, ERD11, F22D16.7, F22D16_7, GLUTATHIONE S-TRANSFERASE, GLUTATHIONE S-TRANSFERASE 1, GST1, glutathione S-transferase 6","glutathione S-transferase 6",55508,"MSTRG.18909","t40","down",NA,NA
"1000",852848,"CAT4","YGL035C, CAT4, SSN1, TDS22","transcription factor MIG1",17765,"MSTRG.6093","t40","down",NA,NA
"1001",100037453,"KASII-B","GLYMA_13G112700","plastid 3-keto-acyl-ACP synthase II-B",75104,"MSTRG.25349","t40","down",NA,NA
"1002",100037478,"SACPD-C","GLYMA_14G121400, FAB2.3","stearoyl-ACP desaturase",84260,"MSTRG.28545","t40","down",NA,NA
"1003",100037484,"LOC100037484","GLYMA_20G171100","hypoxanthine-guanine phosphoribosyltransferase-like",116907,"MSTRG.39468","t40","down",NA,NA
"1004",100101848,"LOC100101848","GLYMA_10G214500","auxin down-regulated protein",59842,"MSTRG.20244","t40","down",NA,NA
"1005",100170736,"LOC100170736","","(S)-2-hydroxy-acid oxidase GLO1",43519,"MSTRG.14836","t40","down",NA,NA
"1006",100233234,"LOC100233234","GLYMA_10G180600, GmCRY2a1, GmCRY2a2","cryptochrome 2",59092,"MSTRG.19975","t40","down",NA,NA
"1007",100233234,"LOC100233234","GLYMA_10G180600, GmCRY2a1, GmCRY2a2","cryptochrome 2",59090,"MSTRG.19975","t40","down",NA,NA
"1008",100305628,"LOC100305628","GLYMA_13G301600","uncharacterized LOC100305628",79120,"MSTRG.26862","t40","down",NA,NA
"1009",100305663,"LOC100305663","GLYMA_05G028000","putative 40S ribosomal protein S9",23800,"MSTRG.8122","t40","down",NA,NA
"1010",100305687,"LOC100305687","GLYMA_08G217700","uncharacterized LOC100305687",46090,"MSTRG.15792","t40","down",NA,NA
"1011",100305716,"LOC100305716","GLYMA_08G082100","uncharacterized LOC100305716",43202,"MSTRG.14720","t40","down",NA,NA
"1012",100305732,"LOC100305732","GLYMA_03G242900","superoxide dismutase [Cu-Zn]",16900,"MSTRG.5763","t40","down",NA,NA
"1013",100305735,"LOC100305735","GLYMA_10G144800","uncharacterized LOC100305735",58282,"MSTRG.19686","t40","down",NA,NA
"1014",100305771,"LOC100305771","GLYMA_13G301400","uncharacterized LOC100305771",79118,"MSTRG.26861","t40","down",NA,NA
"1015",100305798,"LOC100305798","GLYMA_09G239000","uncharacterized LOC100305798",54049,"MSTRG.18365","t40","down",NA,NA
"1016",100305823,"LOC100305823","GLYMA_06G298600","uncharacterized LOC100305823",35000,"MSTRG.11867","t40","down",NA,NA
"1017",100306069,"LOC100306069","GLYMA_06G111500","uncharacterized LOC100306069",31143,"MSTRG.10651","t40","down",NA,NA
"1018",100306092,"LOC100306092","GLYMA_07G018000, GmTIP2;3, GmTIP2;5, TIP2-3","aquaporin TIP2-3",36010,"MSTRG.12215","t40","down",NA,NA
"1019",100306279,"LOC100306279","GLYMA_01G209400","40S ribosomal protein S30",4568,"MSTRG.1528","t40","down",NA,NA
"1020",100306301,"LOC100306301","GLYMA_19G211800","60S ribosomal protein L18",112213,"MSTRG.37900","t40","down",NA,NA
"1021",100306305,"LOC100306305","GLYMA_06G064200","60S ribosomal protein L39",30085,"MSTRG.10254","t40","down",NA,NA
"1022",100306384,"LOC100306384","GLYMA_03G125800","uncharacterized LOC100306384",14430,"MSTRG.4841","t40","down",NA,NA
"1023",100306438,"LOC100306438","GLYMA_18G245900","putative acyl carrier protein, mitochondrial",106616,"MSTRG.36030","t40","down",NA,NA
"1024",100306475,"LOC100306475","GLYMA_17G109000","uncharacterized LOC100306475",98424,"MSTRG.33380","t40","down",NA,NA
"1025",100306476,"LOC100306476","GLYMA_14G008500","uncharacterized LOC100306476",80912,"MSTRG.27515","t40","down",NA,NA
"1026",100306523,"LOC100306523","GLYMA_02G034600","uncharacterized LOC100306523",6069,"MSTRG.2098","t40","down",NA,NA
"1027",100306608,"LOC100306608","GLYMA_13G282200","uncharacterized LOC100306608",78776,"MSTRG.26712","t40","down",NA,NA
"1028",100306624,"LOC100306624","GLYMA_13G133900","uncharacterized LOC100306624",75565,"MSTRG.25519","t40","down",NA,NA
"1029",100306683,"LOC100306683","GLYMA_17G117200","uncharacterized LOC100306683",98598,"MSTRG.33448","t40","down",NA,NA
"1030",100306699,"LOC100306699","GLYMA_10G039900","uncharacterized LOC100306699",55915,"MSTRG.19062","t40","down",NA,NA
"1031",100499761,"LOC100499761","GLYMA_11G209200","uncharacterized LOC100499761",118902,"MSTRG.40154","t40","down",NA,NA
"1032",100499784,"LOC100499784","GLYMA_05G146800","60S ribosomal protein L17-2",26538,"MSTRG.8914","t40","down",NA,NA
"1033",100499804,"LOC100499804","GLYMA_02G067400","uncharacterized LOC100499804",6776,"MSTRG.2362","t40","down",NA,NA
"1034",100499826,"LOC100499826","GLYMA_15G071900","uncharacterized LOC100499826",87341,"MSTRG.29616","t40","down",NA,NA
"1035",100499915,"LOC100499915","GLYMA_03G222100","nitrogen regulatory P-II-like protein",16443,"MSTRG.5595","t40","down",NA,NA
"1036",100499916,"LOC100499916","GLYMA_15G098500","acyl carrier protein 1, chloroplastic",87876,"MSTRG.29798","t40","down",NA,NA
"1037",100499916,"LOC100499916","GLYMA_15G098500","acyl carrier protein 1, chloroplastic",87875,"MSTRG.29798","t40","down",NA,NA
"1038",100499922,"LOC100499922","GLYMA_10G224200","40S ribosomal protein S18",60058,"MSTRG.20326","t40","down",NA,NA
"1039",100499935,"LOC100499935","GLYMA_16G074600","60S ribosomal protein L13",93068,"MSTRG.31521","t40","down",NA,NA
"1040",100499979,"LOC100499979","GLYMA_03G189300","uncharacterized LOC100499979",15772,"MSTRG.5310","t40","down",NA,NA
"1041",100499992,"LOC100499992","GLYMA_16G116300","uncharacterized LOC100499992",94032,"MSTRG.31753","t40","down",NA,NA
"1042",100500032,"LOC100500032","GLYMA_10G213400","uncharacterized LOC100500032",59814,"MSTRG.20229","t40","down",NA,NA
"1043",100500080,"LOC100500080","GLYMA_12G182300","uncharacterized LOC100500080",71303,"MSTRG.24173","t40","down",NA,NA
"1044",100500102,"LOC100500102","GLYMA_19G009300","uncharacterized LOC100500102",107940,"MSTRG.36503","t40","down",NA,NA
"1045",100500169,"LOC100500169","","uncharacterized LOC100500169",3749,"MSTRG.1186","t40","down",NA,NA
"1046",100500170,"LOC100499944","","uncharacterized LOC100500170",94149,"MSTRG.31774","t40","down",NA,NA
"1047",100500345,"LOC100500345","GLYMA_11G235000","uncharacterized LOC100500345",66827,"MSTRG.22804","t40","down",NA,NA
"1048",100500459,"LOC100500459","GLYMA_05G068500v4","FCS-like zinc-finger domain-containing protein",24704,"MSTRG.8424","t40","down",NA,NA
"1049",100500529,"LOC100500529","GLYMA_11G123600","diphthamide biosynthesis protein 3",64166,"MSTRG.21937","t40","down",NA,NA
"1050",100526869,"LOC100526869","GLYMA_09G184500","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B",52955,"MSTRG.17946","t40","down",NA,NA
"1051",100527335,"LOC100527335","GLYMA_02G258800","transport protein Sec61 subunit gamma",10857,"MSTRG.3692","t40","down",NA,NA
"1052",100527371,"LOC100527371","GLYMA_19G213100","uncharacterized LOC100527371",112231,"MSTRG.37911","t40","down",NA,NA
"1053",100527527,"GASA36","GLYMA_20G131100, GmGASA36","gibberellin-regulated protein 36",116079,"MSTRG.39155","t40","down",NA,NA
"1054",100527545,"LOC100527545","GLYMA_20G198900","RRM domain-containing protein",117514,"MSTRG.39688","t40","down",NA,NA
"1055",100527558,"LOC100527558","GLYMA_10G021300","uncharacterized LOC100527558",55541,"MSTRG.18921","t40","down",NA,NA
"1056",100527623,"LOC100527623","GLYMA_03G231700","uncharacterized LOC100527623",16649,"MSTRG.5674","t40","down",NA,NA
"1057",100527680,"LOC100527680","GLYMA_08G045100","uncharacterized LOC100527680",42487,"MSTRG.14443","t40","down",NA,NA
"1058",100527721,"LOC100527721","GLYMA_11G060500","uncharacterized LOC100527721",62912,"MSTRG.21415","t40","down",NA,NA
"1059",100527774,"LOC100527774","GLYMA_08G364400","uncharacterized LOC100527774",49224,"MSTRG.16763","t40","down",NA,NA
"1060",100527838,"LOC100527838","GLYMA_01G167300","60S ribosomal protein L8-1",3741,"MSTRG.1183","t40","down",NA,NA
"1061",100527888,"LOC100527888","GLYMA_16G037600","plant cysteine oxidase 2",92330,"MSTRG.31239","t40","down",NA,NA
"1062",100527911,"LOC100527911","GLYMA_05G241200","40S ribosomal protein S16",28606,"MSTRG.9697","t40","down",NA,NA
"1063",100775264,"CHS13","GLYMA_19G105100, GmCHS13","chalcone synthase 13",109951,"MSTRG.37042","t40","down",NA,NA
"1064",100775486,"LOC100775486","GLYMA_05G048500","zinc finger protein SHOOT GRAVITROPISM 5",24234,"MSTRG.8279","t40","down",NA,NA
"1065",100775561,"LOC100775561","GLYMA_01G242900","40S ribosomal protein S29",5324,"MSTRG.1810","t40","down",NA,NA
"1066",100775871,"LOC100775871","GLYMA_13G064300","plant cysteine oxidase 2",74011,"MSTRG.24980","t40","down",NA,NA
"1067",100776329,"LOC100776329","GLYMA_18G136900","serine/arginine-rich splicing factor RSZ21-like",104460,"MSTRG.35382","t40","down",NA,NA
"1068",100776345,"LOC100776345","GLYMA_03G178000","40S ribosomal protein S23-like",15558,"MSTRG.5231","t40","down",NA,NA
"1069",100776354,"LOC100776354","GLYMA_19G105700","40S ribosomal protein S27-2",109969,"MSTRG.37047","t40","down",NA,NA
"1070",100776599,"LOC100776599","GLYMA_07G173700","histidine kinase 4",39390,"MSTRG.13300","t40","down",NA,NA
"1071",100776723,"LOC100776723","GLYMA_12G218300","uncharacterized LOC100776723",72009,"MSTRG.24444","t40","down",NA,NA
"1072",100776835,"LOC100776835","GLYMA_09G001900","eukaryotic translation initiation factor 2D",49366,"MSTRG.16810","t40","down",NA,NA
"1073",100777071,"NAC021","GLYMA_04G226700","NAC transcription factor",22332,"MSTRG.7537","t40","down",NA,NA
"1074",100777625,"LOC100777625","GLYMA_13G294600","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",79006,"MSTRG.26808","t40","down",NA,NA
"1075",100778013,"LOC100778013","GLYMA_13G331900","60S ribosomal protein L35",79812,"MSTRG.27097","t40","down",NA,NA
"1076",100778173,"LOC100778173","GLYMA_14G000800","calcium-dependent protein kinase 26",80739,"MSTRG.27449","t40","down",NA,NA
"1077",100778317,"LOC100778317","GLYMA_20G083800","histone H4",115048,"MSTRG.38773","t40","down",NA,NA
"1078",100778355,"LOC100778355","GLYMA_06G299000","uncharacterized LOC100778355",35005,"MSTRG.11870","t40","down",NA,NA
"1079",100778935,"LOC100778935","GLYMA_08G192700","chaperonin CPN60-like 2, mitochondrial",45609,"MSTRG.15611","t40","down",NA,NA
"1080",100779051,"LOC100779051","GLYMA_05G009000","early nodulin-93",23377,"MSTRG.7963","t40","down",NA,NA
"1081",100779362,"LOC100779362","GLYMA_11G143400","60S ribosomal protein L23A",64548,"MSTRG.22092","t40","down",NA,NA
"1082",100779467,"LOC100779467","GLYMA_16G062000","kelch repeat-containing protein At3g27220",92815,"MSTRG.31444","t40","down",NA,NA
"1083",100779499,"LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like",49863,"MSTRG.16984","t40","down",NA,NA
"1084",100780556,"LOC100780556","GLYMA_09G185200","uncharacterized LOC100780556",52968,"MSTRG.17952","t40","down",NA,NA
"1085",100780743,"LOC100780743","GLYMA_02G258600","uncharacterized LOC100780743",10850,"MSTRG.3690","t40","down",NA,NA
"1086",100780764,"LOC100780764","GLYMA_10G162000","GDP-mannose 3,5-epimerase-like",58705,"MSTRG.19834","t40","down",NA,NA
"1087",100781142,"LOC100781142","GLYMA_03G144800","actin-3",14855,"MSTRG.4989","t40","down",NA,NA
"1088",100781170,"LOC100781170","GLYMA_04G213300","NAC domain-containing protein 82",22042,"MSTRG.7432","t40","down",NA,NA
"1089",100781420,"LOC100781420","GLYMA_08G227400","histone H3.2",46321,"MSTRG.15872","t40","down",NA,NA
"1090",100781544,"LOC100781544","GLYMA_12G116000","RNA polymerase II subunit 5-mediating protein homolog",69842,"MSTRG.23820","t40","down",NA,NA
"1091",100781661,"LOC100781661","GLYMA_02G287000","peroxisomal and mitochondrial division factor 2",11363,"MSTRG.3902","t40","down",NA,NA
"1092",100781886,"LOC100781886","GLYMA_12G006700","uncharacterized LOC100781886",67572,"MSTRG.23042","t40","down",NA,NA
"1093",100782374,"LOC100782374","GLYMA_02G143200","histone H2A variant 1",8386,"MSTRG.2907","t40","down",NA,NA
"1094",100782542,"LOC100782542","GLYMA_17G088800v4","probable boron transporter 2",97978,"MSTRG.33211","t40","down",NA,NA
"1095",100782730,"LOC100782730","GLYMA_10G055400","uncharacterized LOC100782730",56317,"MSTRG.19194","t40","down",NA,NA
"1096",100782747,"LOC100782747","GLYMA_18G204200","pyruvate decarboxylase 2",105813,"MSTRG.35731","t40","down",NA,NA
"1097",100782924,"LOC100782924","GLYMA_18G009700","glyceraldehyde-3-phosphate dehydrogenase, cytosolic-like",101960,"MSTRG.34543","t40","down",NA,NA
"1098",100783140,"LOC100783140","GLYMA_19G221900","auxin-responsive protein IAA20",112395,"MSTRG.37986","t40","down",NA,NA
"1099",100783161,"LOC100783161","GLYMA_20G017300","mitochondrial import inner membrane translocase subunit TIM17-2",113604,"MSTRG.38433","t40","down",NA,NA
"1100",100783540,"LOC100783540","GLYMA_06G143800","potassium transporter 2",31877,"MSTRG.10932","t40","down",NA,NA
"1101",100783654,"LOC100783654","GLYMA_03G026000","uncharacterized LOC100783654",12357,"MSTRG.4272","t40","down",NA,NA
"1102",100783845,"LOC100783845","GLYMA_11G241700","histone H3.3",67012,"MSTRG.22854","t40","down",NA,NA
